"#","Team Name","User","Points","League Rank","Record"
"22478","Love me","tjbrady33","73.10","12","0-2-0"
"22479","Pumpkin Blitz","jsbecht","73.06","7","1-1-0"
"22480","Miracle Whip","miraclewhipp","73.06","12","0-2-0"
"22481","tnell","tnell","73.04","12","0-2-0"
"22482","Broken Lions Fan","kelderhousepa","73.02","12","0-2-0"
"22483","jfranzini","jfranzini","72.96","12","0-2-0"
"22484","Fourth & Dumb","benton775","72.96","12","0-2-0"
"22485","Stack Attack","durban13","72.96","12","0-2-0"
"22486","Adopt-a-Team","jpantherz10","72.96","11","0-2-0"
"22487","Rice and Lamb Chops!","delong711","72.92","12","0-2-0"
"22488","Suck my Ditka","annmar116","72.92","12","0-2-0"
"22489","Mighty Bower Rangers","kylebelton","72.86","12","0-2-0"
"22490","Eat a W","jordanlc3","72.84","11","0-2-0"
"22491","itzthatez","itzthatez","72.84","12","0-2-0"
"22492","bigcounty16","bigcounty16","72.82","12","0-2-0"
"22493","Pickens my Burrow","trippilch","72.76","12","0-2-0"
"22494","barnabas77","barnabas77","72.76","12","0-2-0"
"22495","shiteman","shiteman","72.74","12","0-2-0"
"22496","robake60","robake60","72.74","12","0-2-0"
"22497","Bearsfan7","thomassprow","72.72","11","0-2-0"
"22498","warhawg","warhawg","72.72","12","0-2-0"
"22499","bennyrayblaze","bennyrayblaze","72.66","12","0-2-0"
"22500","dwimmer22","dwimmer22","72.66","12","0-2-0"
"22501","foreveruncleans","foreveruncleans","72.66","12","0-2-0"
"22502","twins1540","twins1540","72.66","12","0-2-0"
"22503","Reverend MuscleDaddy","jujudad0n","72.66","11","0-2-0"
"22504","rileyhooper","rileyhooper","72.66","12","0-2-0"
"22505","zodiacapt","zodiacapt","72.66","11","0-2-0"
"22506","chustzy","chustzy","72.64","12","0-2-0"
"22507","munsoned01","munsoned01","72.64","12","0-2-0"
"22508","pashae13","pashae13","72.62","12","0-2-0"
"22509","kwbleez","kwbleez","72.62","12","0-2-0"
"22510","brownheadcam","brownheadcam","72.62","12","0-2-0"
"22511","Diddy’s Oilers","lilfox1","72.56","12","0-2-0"
"22512","goateepoo","goateepoo","72.52","12","0-2-0"
"22513","christopher6400","christopher6400","72.52","11","0-2-0"
"22514","mudcrutch89","mudcrutch89","72.52","12","0-2-0"
"22515","sweett420","sweett420","72.44","12","0-2-0"
"22516","TX v. Jerry Jones","thedreamydragon","72.42","12","0-2-0"
"22517","Project’s Footballers","projectnba1","72.42","11","0-2-0"
"22518","Step Burrow Im stuck","howudooey","72.36","12","0-2-0"
"22519","john24rob","john24rob","72.34","12","0-2-0"
"22520","cathlflapz","cathlflapz","72.32","12","0-2-0"
"22521","It’s Gonna Be Maye","louallen","72.32","11","0-2-0"
"22522","Mighty Bower Ranger","acrishaug93","72.24","12","0-2-0"
"22523","stiffarmz","stiffarmz","72.22","12","0-2-0"
"22524","tcott2629","tcott2629","72.22","12","0-2-0"
"22525","The MayeFlower","robtoniotoetap","72.22","12","0-2-0"
"22526","Its Gonna be Maye","blacksheep16","72.22","11","0-2-0"
"22527","pttabs","pttabs","72.14","12","0-2-0"
"22528","They Hit The 2nd Bower","xtrm","72.10","12","0-2-0"
"22529","Jack Mehoff","aczarnik92","72.06","12","0-2-0"
"22530","texoz","texoz","72.04","12","0-2-0"
"22531","Run CMC","thegreatgarret","72.02","12","0-2-0"
"22532","Vrabel’s InsideHer","murkchowder","72.02","12","0-2-0"
"22533","dkuhn1649","dkuhn1649","72.02","12","0-2-0"
"22534","bkreitler","bkreitler","71.94","12","0-2-0"
"22535","FootballRobotsFromHeaven","shaung77","71.94","12","0-2-0"
"22536","theoldham","theoldham","71.94","12","0-2-0"
"22537","brianmr15","brianmr15","71.92","12","0-2-0"
"22538","TDs and Bear","summitsyndrome","71.92","12","0-2-0"
"22539","killercowboys22","killercowboys22","71.90","12","0-2-0"
"22540","obtd","obtd","71.86","12","0-2-0"
"22541","Burrow of Love","booradley89","71.86","12","0-2-0"
"22542","Squash Bugs","gohsjm","71.84","11","0-2-0"
"22543","trod30377","trod30377","71.84","12","0-2-0"
"22544","dmel","dmel","71.80","12","0-2-0"
"22545","drelas","drelas","71.74","11","0-2-0"
"22546","soccer4zatch","soccer4zatch","71.66","12","0-2-0"
"22547","swissstone","swissstone","71.66","12","0-2-0"
"22548","1-800-Daejon-Love","mrscyther","71.62","12","0-2-0"
"22549","Inglorious Stafford","garnetlewis1","71.60","12","0-2-0"
"22550","thexxx","thexxx","71.56","12","0-2-0"
"22551","Flint Tropics","foolishbandit96","71.54","12","0-2-0"
"22552","Love Nix Pitts","blackwellll","71.54","12","0-2-0"
"22553","LaPorta Potty","bcoop5478","71.54","12","0-2-0"
"22554","Da U","udelozier","71.52","12","0-2-0"
"22555","madface","madface","71.50","12","0-2-0"
"22556","Team Pink","pinks313","71.50","12","0-2-0"
"22557","Love Thy Nabers","berettuh","71.46","11","0-2-0"
"22558","The Price is Right","krisdynamite","71.46","12","0-2-0"
"22559","ohjay345","ohjay345","71.46","12","0-2-0"
"22560","mikehoncho72314","mikehoncho72314","71.44","12","0-2-0"
"22561","nlugo","nlugo","71.44","12","0-2-0"
"22562","Eastbound and Brown","mountainhighdad","71.42","12","0-2-0"
"22563","Fear Boners","bigpete21","71.34","12","0-2-0"
"22564","Jason's Hall of Famers","ranko91","71.32","12","0-2-0"
"22565","aviolentfish","aviolentfish","71.32","12","0-2-0"
"22566","Whom the Chris Bell Tolls","jmann30","71.32","12","0-2-0"
"22567","adinrudd","adinrudd","71.32","12","0-2-0"
"22568","leviolivieri11","leviolivieri11","71.30","11","0-2-0"
"22569","badgerdyl","badgerdyl","71.26","11","0-2-0"
"22570","Love Thy Naber","colt4526x","71.24","12","0-2-0"
"22571","Dimebag Danny","davidrebew","71.22","12","0-2-0"
"22572","strangedays","strangedays","71.22","12","0-2-0"
"22573","dkmoros","dkmoros","71.22","12","0-2-0"
"22574","jarodbonino","jarodbonino","71.22","12","0-2-0"
"22575","lsuamanda","lsuamanda","71.22","12","0-2-0"
"22576","Auto Pickens","scaryjerry303","71.20","12","0-2-0"
"22577","9-1-Won","blakeagalloway","71.16","12","0-2-0"
"22578","drewbalstad","drewbalstad","71.16","12","0-2-0"
"22579","jakematcheski","jakematcheski","71.14","12","0-2-0"
"22580","SADIQ-LY addicted","milo89","71.12","11","0-2-0"
"22581","In Too Deep","ponchohgr","71.04","12","0-2-0"
"22582","abrasax999","abrasax999","71.02","11","0-2-0"
"22583","The Red Zone Rejects","aaroncoffman13","71.00","12","0-2-0"
"22584","drewtrappe","drewtrappe","70.96","12","0-2-0"
"22585","Woopaa","ladywoopa","70.96","12","0-2-0"
"22586","mbuscemi22","mbuscemi22","70.96","12","0-2-0"
"22587","HTown Tex","htowntexan74","70.96","12","0-2-0"
"22588","selkixoxo","selkixoxo","70.92","12","0-2-0"
"22589","thebigholebandit","thebigholebandit","70.92","11","0-2-0"
"22590","jmgrossman75","jmgrossman75","70.92","12","0-2-0"
"22591","Jason + Prius = HOF","ofotejada","70.84","12","0-2-0"
"22592","You're My Boy Bluey","jdaquino99","70.82","12","0-2-0"
"22593","pshaln","pshaln","70.80","12","0-2-0"
"22594","Weasel’s warriors","sgtcanary","70.76","12","0-2-0"
"22595","South Dakota Bighorns","jbbierman","70.76","12","0-2-0"
"22596","trex58","trex58","70.74","12","0-2-0"
"22597","Joe Cool’s Tee Time","jpicc77","70.66","12","0-2-0"
"22598","mrpro","mrpro","70.66","12","0-2-0"
"22599","Papa Bear","jmhewes27","70.66","12","0-2-0"
"22600","mauihokie","mauihokie","70.66","11","0-2-0"
"22601","2 Romos 1 Cup","dmactrum08","70.64","12","0-2-0"
"22602","BONJOUR!!!","madden59","70.62","12","0-2-0"
"22603","unitaswestand","unitaswestand","70.52","12","0-2-0"
"22604","rockmanthekilla","rockmanthekilla","70.46","12","0-2-0"
"22605","tkubin","tkubin","70.44","12","0-2-0"
"22606","rdownes91","rdownes91","70.44","12","0-2-0"
"22607","Dirty Bay","dcondry","70.44","12","0-2-0"
"22608","jamessiy22","jamessiy22","70.42","12","0-2-0"
"22609","tferris702","tferris702","70.36","12","0-2-0"
"22610","chiefhawks","chiefhawks","70.36","12","0-2-0"
"22611","mosaab99","mosaab99","70.24","12","0-2-0"
"22612","funnymanj23","funnymanj23","70.22","12","0-2-0"
"22613","chow05","chow05","70.16","12","0-2-0"
"22614","Ja’Marr Ja’Merrier","marmeldvm","70.10","12","0-2-0"
"22615","andrewkarp7","andrewkarp7","70.02","12","0-2-0"
"22616","rturner68","rturner68","70.00","12","0-2-0"
"22617","Kiko Crush","colonelpete","69.94","12","0-2-0"
"22618","No Love Lost","blades0000","69.92","12","0-2-0"
"22619","Mob Squad","gr8estshowonturf","69.92","12","0-2-0"
"22620","Foot Clan Member #1452","chrisboas","69.86","12","0-2-0"
"22621","scottgrist36","scottgrist36","69.86","12","0-2-0"
"22622","thebrwnnote","thebrwnnote","69.76","12","0-2-0"
"22623","Our year","rossusrexus","69.70","12","0-2-0"
"22624","raider75nation","raider75nation","69.62","12","0-2-0"
"22625","Hampton Inn","thomaskeenan","69.50","12","0-2-0"
"22626","guerin617","guerin617","69.46","12","0-2-0"
"22627","Daejon Love’s trainer","cmoney919","69.44","12","0-2-0"
"22628","blkthndr420","blkthndr420","69.44","12","0-2-0"
"22629","riskybiscuit14","riskybiscuit14","69.44","12","0-2-0"
"22630","yibbs","yibbs","69.40","12","0-2-0"
"22631","Greatest Show on Fantasy","umseth","69.32","12","0-2-0"
"22632","sayhello","sayhello","69.30","12","0-2-0"
"22633","tootipsytrev","tootipsytrev","69.26","12","0-2-0"
"22634","Full-Caff Egbukaneers","zerk36","69.22","12","0-2-0"
"22635","lbinx5","lbinx5","69.22","12","0-2-0"
"22636","Fore Right!!","cwulkow88","69.16","12","0-2-0"
"22637","9-1-Won","lilman5285","69.16","12","0-2-0"
"22638","jdas","jdas","69.10","11","0-2-0"
"22639","captdeadpool69","captdeadpool69","69.06","12","0-2-0"
"22640","The Zen Ape","parzival907","69.04","12","0-2-0"
"22641","chrisdemarco","chrisdemarco","69.02","12","0-2-0"
"22642","Let Maye Cook","schaafted1994","69.02","12","0-2-0"
"22643","Coffin Flop Champs","hail2dathief","69.02","12","0-2-0"
"22644","donpye","donpye","69.00","12","0-2-0"
"22645","kaptnkorrupt","kaptnkorrupt","68.96","12","0-2-0"
"22646","warrzone18","warrzone18","68.94","12","0-2-0"
"22647","For Sale. Best Offer","crg7885","68.94","12","0-2-0"
"22648","Tuten OnEM","sh2ek","68.90","12","0-2-0"
"22649","svengoolie1","svengoolie1","68.90","12","0-2-0"
"22650","Wrong Cheatsheet","pattheduke","68.76","12","0-2-0"
"22651","cbl32","cbl32","68.76","12","0-2-0"
"22652","malek50","malek50","68.74","12","0-2-0"
"22653","All About Mufongo","gflambures","68.70","12","0-2-0"
"22654","thenoseknowsall","thenoseknowsall","68.66","12","0-2-0"
"22655","wjschuler1976","wjschuler1976","68.64","12","0-2-0"
"22656","In Bo We Thrust","krazymcstuffin","68.64","12","0-2-0"
"22657","Stacker Attacker","prob33","68.56","12","0-2-0"
"22658","The Manglers","squentsffl","68.52","12","0-2-0"
"22659","JJFONZ","jjfonz","68.46","12","0-2-0"
"22660","Group 2","akuefler91","68.46","12","0-2-0"
"22661","lockerbox","lockerbox","68.46","12","0-2-0"
"22662","Milwaukee Misdemeanor","swall16","68.46","12","0-2-0"
"22663","cehmd","cehmd","68.44","12","0-2-0"
"22664","tyjordan","tyjordan","68.42","12","0-2-0"
"22665","Lebowski'sUrbanAchievers","eldudarino420","68.40","12","0-2-0"
"22666","lasouthpaw","lasouthpaw","68.36","12","0-2-0"
"22667","Nix in 5","joelny9","68.34","12","0-2-0"
"22668","Skiffs","skifff","68.32","12","0-2-0"
"22669","The Better Bengals","beachbot","68.26","12","0-2-0"
"22670","passdacuvos","passdacuvos","68.26","12","0-2-0"
"22671","jmito1304","jmito1304","68.22","12","0-2-0"
"22672","Chants Up","nickjmueller","68.22","12","0-2-0"
"22673","Try Again Ja’marrow","jonah2400","68.16","12","0-2-0"
"22674","kurvve","kurvve","68.16","12","0-2-0"
"22675","Shough the Falcons","thegreyjedi","68.16","12","0-2-0"
"22676","Poppys Pirates","masonlittle222","68.14","12","0-2-0"
"22677","ffbaz","ffbaz","68.12","11","0-2-0"
"22678","Rome Cookin’","zatch","68.10","12","0-2-0"
"22679","buckeye7997","buckeye7997","68.06","12","0-2-0"
"22680","underthehill69","underthehill69","68.04","12","0-2-0"
"22681","visions815","visions815","68.02","12","0-2-0"
"22682","Gangsta Grimaces","bigredstevo","68.00","12","0-2-0"
"22683","49warrior","49warrior","67.96","12","0-2-0"
"22684","dschnak","dschnak","67.96","12","0-2-0"
"22685","jdealaman","jdealaman","67.86","12","0-2-0"
"22686","saucydrip17","saucydrip17","67.86","12","0-2-0"
"22687","chance88z","chance88z","67.76","12","0-2-0"
"22688","It's Clobberin' Time!","gotaisme","67.74","12","0-2-0"
"22689","Soft Meat Issues","beekay","67.66","12","0-2-0"
"22690","Burden of Love","xxxandergage94","67.60","12","0-2-0"
"22691","kg90","kg90","67.60","11","0-2-0"
"22692","The Footballers Fault","anwhel","67.50","12","0-2-0"
"22693","Christian Mingle","ujnicm","67.50","12","0-2-0"
"22694","crand05","crand05","67.46","12","0-2-0"
"22695","Meaty","meatyturducken","67.46","12","0-2-0"
"22696","My Pitts are Strange","waterbuffalo15","67.44","12","0-2-0"
"22697","burdistheword","burdistheword","67.42","12","0-2-0"
"22698","Chasers of Love","thedelimarket33","67.40","12","0-2-0"
"22699","Soft Tissue Issue","strever02","67.40","12","0-2-0"
"22700","holydarkeyes","holydarkeyes","67.36","12","0-2-0"
"22701","Chase the RainBurrow","gregflores14","67.36","12","0-2-0"
"22702","prai5ethe5un","prai5ethe5un","67.34","12","0-2-0"
"22703","Won’t You Be My Nabers?","dropu4loss","67.26","12","0-2-0"
"22704","Makaing Lemonade","bowen1475","67.22","12","0-2-0"
"22705","The Hateful Eight","yungwillis","67.22","12","0-2-0"
"22706","A.J Browned Out","comeoncam","67.22","12","0-2-0"
"22707","freezypop","freezypop","67.16","11","0-2-0"
"22708","I - Love/Tuten","danjones52","67.16","12","0-2-0"
"22709","Bullet Pass Club","yarakazemi","67.12","12","0-2-0"
"22710","redcat1","redcat1","67.06","12","0-2-0"
"22711","Someone Else’s Mistakes","paulmarnie","67.02","12","0-2-0"
"22712","mhyland7","mhyland7","67.02","12","0-2-0"
"22713","Cease","cease2394","66.96","12","0-2-0"
"22714","I’m Just Saiyan","mitchelicious","66.96","12","0-2-0"
"22715","Superb Owls","sgiuliano880","66.96","12","0-2-0"
"22716","schrutefarmsff","schrutefarmsff","66.86","12","0-2-0"
"22717","Love Actually","lerxst","66.86","12","0-2-0"
"22718","croskeypudinpop","croskeypudinpop","66.86","11","0-2-0"
"22719","The Autobots","onzlaught","66.86","12","0-2-0"
"22720","Delfino Dolphins","mdolan7007","66.86","12","0-2-0"
"22721","StinkyJobs","stinkypeach","66.84","11","0-2-0"
"22722","Runnaway McBride","cam317","66.76","12","0-2-0"
"22723","jp0ke","jp0ke","66.76","12","0-2-0"
"22724","shanks25","shanks25","66.74","12","0-2-0"
"22725","Brown and down","emeraldpage","66.62","12","0-2-0"
"22726","tthomp12","tthomp12","66.54","12","0-2-0"
"22727","tyler77webb","tyler77webb","66.52","12","0-2-0"
"22728","kkudart","kkudart","66.44","12","0-2-0"
"22729","Jason's Broken Putter","tommyreed711","66.36","12","0-2-0"
"22730","DaejonLove Wealth MgmtGrp","sneakykies","66.36","12","0-2-0"
"22731","The Big LeBOWERSki","jmadthemadlad","66.22","12","0-2-0"
"22732","miilertime","miilertime","66.20","12","0-2-0"
"22733","cnaquin42","cnaquin42","66.12","12","0-2-0"
"22734","Uncle Rico in San Quentin","cdaniel803","66.06","12","0-2-0"
"22735","Peak Effuctiveness","adampamartin","65.96","12","0-2-0"
"22736","FireAaronGlenn","onefakehoneybadger","65.96","12","0-2-0"
"22737","It's Gonna Be Maye","blackbeardbill","65.82","12","0-2-0"
"22738","meo3","meo3","65.80","11","0-2-0"
"22739","qbranson","qbranson","65.76","12","0-2-0"
"22740","skinnystick","skinnystick","65.76","12","0-2-0"
"22741","joshguy","joshguy","65.72","12","0-2-0"
"22742","ironhead61","ironhead61","65.66","12","0-2-0"
"22743","takeitsleazzzy","takeitsleazzzy","65.62","12","0-2-0"
"22744","theheadhoncho1","theheadhoncho1","65.60","12","0-2-0"
"22745","Hampton inn","timeismoney03","65.56","12","0-2-0"
"22746","jswens1","jswens1","65.52","12","0-2-0"
"22747","djax9283","djax9283","65.46","12","0-2-0"
"22748","JaySmutler","puntthete","65.44","12","0-2-0"
"22749","schmiddy44","schmiddy44","65.42","12","0-2-0"
"22750","gedwho","gedwho","65.42","12","0-2-0"
"22751","donnyplease","donnyplease","65.36","12","0-2-0"
"22752","bonerjamz03","bonerjamz03","65.32","12","0-2-0"
"22753","Bye Week","2020byeweek","65.26","12","0-2-0"
"22754","frostytheomen","frostytheomen","65.24","12","0-2-0"
"22755","grannyred","grannyred","65.22","12","0-2-0"
"22756","Ja’Marr Pickens’ Wilson","docballerphd","65.22","12","0-2-0"
"22757","Thrill of the Chase","broncofan22","65.14","12","0-2-0"
"22758","MegalaPhin","midedunni","65.12","12","0-2-0"
"22759","larrycaray","larrycaray","65.12","12","0-2-0"
"22760","noved","noved","65.12","12","0-2-0"
"22761","jollyjaystay","jollyjaystay","65.02","12","0-2-0"
"22762","Obe-Won","kyleoberkramer23","64.92","12","0-2-0"
"22763","tpsslow","tpsslow","64.92","12","0-2-0"
"22764","chucknorrisapproved","chucknorrisapproved","64.90","12","0-2-0"
"22765","harmon8218","harmon8218","64.86","12","0-2-0"
"22766","gridironmaulers","gridironmaulers","64.82","12","0-2-0"
"22767","Smoke and Fire","torchen","64.76","12","0-2-0"
"22768","Waddle This Way","nixonbeblitzin","64.64","12","0-2-0"
"22769","phokinglit","phokinglit","64.64","12","0-2-0"
"22770","dan1mal","dan1mal","64.60","12","0-2-0"
"22771","Kraft Mac & Cheese","brick316","64.56","12","0-2-0"
"22772","saintnips","saintnips","64.54","12","0-2-0"
"22773","thedisabledlist","thedisabledlist","64.54","12","0-2-0"
"22774","Dub Munchers","jfk8102","64.54","12","0-2-0"
"22775","jgray1321","jgray1321","64.52","12","0-2-0"
"22776","Moss'D Man","catfeesh","64.52","12","0-2-0"
"22777","whitewill81","whitewill81","64.34","12","0-2-0"
"22778","All Stacked Up","cbnotchalupabatman","64.26","12","0-2-0"
"22779","Hoosier Daddy","bcorns","64.26","12","0-2-0"
"22780","apullicin","apullicin","64.22","12","0-2-0"
"22781","MayeTheNukeBoom","meatba11z","64.12","12","0-2-0"
"22782","teamtortas","teamtortas","64.10","12","0-2-0"
"22783","mckguns","mckguns","64.10","12","0-2-0"
"22784","mknill","mknill","63.96","12","0-2-0"
"22785","jasonf2205","jasonf2205","63.92","12","0-2-0"
"22786","itscoachiola","itscoachiola","63.92","12","0-2-0"
"22787","dontask","dontask","63.90","12","0-2-0"
"22788","msudawg","msudawg","63.82","12","0-2-0"
"22789","highmike","highmike","63.80","12","0-2-0"
"22790","mertonmadness","mertonmadness","63.76","12","0-2-0"
"22791","hbernz","hbernz","63.72","8","1-1-0"
"22792","t23t","t23t","63.66","11","0-2-0"
"22793","Team Annie","jdjordan","63.64","12","0-2-0"
"22794","averagejo3","averagejo3","63.52","12","0-2-0"
"22795","Bearly Defeated","bearlydefeated","63.52","12","0-2-0"
"22796","The Bower Rangers","goldy96","63.46","12","0-2-0"
"22797","i strive for mediocrity","markneelymd","63.40","12","0-2-0"
"22798","flyboy405","flyboy405","63.34","12","0-2-0"
"22799","killatech","killatech","63.10","12","0-2-0"
"22800","chansen69","chansen69","63.04","12","0-2-0"
"22801","Strib Club","goosepf","63.02","12","0-2-0"
"22802","ogmattyb","ogmattyb","63.02","12","0-2-0"
"22803","Fish Sticks","hfish16","63.00","12","0-2-0"
"22804","larsenspence","larsenspence","63.00","11","0-2-0"
"22805","Like Father Like Son","spudman004","62.92","12","0-2-0"
"22806","ayykayyy","ayykayyy","62.82","12","0-2-0"
"22807","jfab93","jfab93","62.62","12","0-2-0"
"22808","heyitslob","heyitslob","62.46","12","0-2-0"
"22809","wavegoos","wavegoos","62.36","12","0-2-0"
"22810","eljeanro","eljeanro","62.32","12","0-2-0"
"22811","spacecat5000","spacecat5000","62.24","12","0-2-0"
"22812","knottysticks44","knottysticks44","62.24","12","0-2-0"
"22813","Boston Tee Party","randomhero0679","62.22","12","0-2-0"
"22814","-ElecTriCAL_STribStaTiON-","wardeezy","62.20","12","0-2-0"
"22815","hanbrolo85","hanbrolo85","62.20","12","0-2-0"
